"lead_id","log_budget","log_company","log_sessions","intent_media_planning","intent_media_activation","intent_ad_ops","intent_dd_creative","intent_cro","intent_email_sms","intent_landing_funnel","intent_total","readiness","cluster","segment","next_best_service"
"L0013",7.85670679309584,4.07753744390572,2.56494935746154,0.114571083988994,0.256830669438932,0.137541010836139,0.351817708276212,0.65380371811334,0.260385186492931,0.32961526310537,2.10456464025192,0.55,"4","CRO & Funnel Builders","CRO + Landing page & Sales Funnel Creation"
"L0014",8.36590507720246,4.06044301054642,3.25809653802148,0.53657226205105,0.393281403090805,0.477576928306371,0.219987462682184,0.326905154413544,0.194327722722664,0.325676748668775,2.47432768193539,0,"1","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0015",8.24354550792826,4.18965474202643,1.79175946922805,0.0925990388728678,0.169234512606636,0.0582828935817815,0.447007979941554,0.151712000998668,0.732950100221206,0.217688305035699,1.86947483125841,0.45,"2","CRM Nurture (Email/SMS)","Email & SMS + Dynamic Creative"
"L0016",8.11372608597075,3.2188758248682,2.07944154167984,0.10181198772043,0.313013065047562,0.243952705757692,0.182626366708428,0.547946971911006,0.301161673059687,0.506545712775551,2.19705848298036,0.45,"4","CRO & Funnel Builders","CRO + Landing page & Sales Funnel Creation"
"L0017",8.72988228482659,3.58351893845611,2.484906649788,0.172626189561561,0.12579241397325,0.181548406509683,0.223009215225466,0.601610687910579,0.206259914289694,0.320583680132404,1.83143050760264,0,"4","CRO & Funnel Builders","CRO + Landing page & Sales Funnel Creation"
"L0018",7.4599147662411,4.24849524204936,2.39789527279837,0.423208637628704,0.747861041780561,0.243062460469082,0.396135016542394,0.159823131712619,0.19505010554567,0.296506848791614,2.46164724247064,0.55,"1","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0019",8.28853445941392,3.49650756146648,2.30258509299405,0.110282058396842,0.139363888371736,0.114832130318973,0.205247932055499,0.183934130519629,0.701958578708582,0.311947714386042,1.7675664327573,0.45,"2","CRM Nurture (Email/SMS)","Email & SMS + Dynamic Creative"
"L0020",8.65973387819835,4.20469261939097,2.19722457733622,0.0956696782377549,0.15957753979601,0.110345723980572,0.218304045859259,0.264721356402151,0.841342463181354,0.301544396695681,1.99150520415278,0,"2","CRM Nurture (Email/SMS)","Email & SMS + Dynamic Creative"
"L0021",8.3351915834332,2.56494935746154,3.63758615972639,0.105639241216704,0.299793142674025,0.101271548075601,0.323126322892495,0.46215068611782,0.289191728364676,0.735463581117801,2.31663625045912,0.55,"4","CRO & Funnel Builders","CRO + Landing page & Sales Funnel Creation"
"L0022",8.31385226739821,3.8286413964891,2.99573227355399,0.342914143635426,0.730583140160888,0.49025412441697,0.42878138278611,0.29962877035141,0.0872302909381688,0.28867689371109,2.66806874600006,0,"1","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0023",8.44891435066294,3.36729582998647,2.63905732961526,0.145634411787614,0.27928415525239,0.131754788011312,0.365263892454095,0.815576918004081,0.242778490728233,0.63960889687296,2.61990155311068,0.45,"4","CRO & Funnel Builders","CRO + Landing page & Sales Funnel Creation"
"L0024",7.83636976054512,4.44265125649032,2.07944154167984,0.17048491826281,0.181640745629556,0.207798636658117,0.369523552944884,0.703076863940805,0.191134267335292,0.390269587235525,2.21392857200699,0,"4","CRO & Funnel Builders","CRO + Landing page & Sales Funnel Creation"
"L0025",8.56560233062392,2.56494935746154,1.79175946922805,0.250445384869818,0.458115011639893,0.447280021815095,0.478978125064168,0.13357321897056,0.169826095830649,0.18980342221912,2.1280212804093,0.55,"1","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0026",8.17723488551019,4.12713438504509,1.94591014905531,0.0907893540221267,0.193975809263065,0.098987052263692,0.516321204777341,0.293189987610094,0.793375258729793,0.116694646386895,2.10333331305301,0,"2","CRM Nurture (Email/SMS)","Email & SMS + Dynamic Creative"
"L0027",8.58185670474196,2.89037175789616,2.19722457733622,0.19111245352542,0.217645939718932,0.11341781753581,0.382467747642659,0.379758896422572,0.814577159064356,0.291680380492471,2.39066039440222,0.45,"2","CRM Nurture (Email/SMS)","Email & SMS + Dynamic Creative"
"L0028",8.31605572036464,4.26267987704132,1.79175946922805,0.211545108677819,0.271935227583162,0.136195321101695,0.230355454282835,0.631724425929133,0.315228761022445,0.681831672042608,2.4788159706397,0,"4","CRO & Funnel Builders","CRO + Landing page & Sales Funnel Creation"
"L0029",7.69621263934641,4.00733318523247,1.94591014905531,0.125165890611243,0.0894411257468164,0.173708275228273,0.238088120892644,0.275288402382284,0.42042602119036,0.249131426413078,1.5712492624647,0,"3","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0030",7.87435882472988,4.31748811353631,3.09104245335832,0.148283124295995,0.221886161738075,0.12203006669879,0.277422633790411,0.706277192861307,0.117288677976467,0.441313171363436,2.03450102872448,0.45,"4","CRO & Funnel Builders","CRO + Landing page & Sales Funnel Creation"
"L0031",7.53369370984863,3.13549421592915,2.77258872223978,0.324760275939479,0.322675646538846,0.0923168997745961,0.230256409407593,0.217976462410297,0.176445000537205,0.175302032916807,1.53973272752482,0,"3","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0032",8.29229810706322,3.46573590279973,2.63905732961526,0.234737601596862,0.193078852107283,0.0813287038356066,0.21356228501536,0.54535566882696,0.200941639218945,0.379225595341995,1.84823034594301,0,"3","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0033",7.58629630715272,2.94443897916644,2.83321334405622,0.121507718146313,0.205178798595443,0.197685459430795,0.339257613592781,0.286911033815704,0.778698894020636,0.339536343840882,2.26877586144255,0.45,"2","CRM Nurture (Email/SMS)","Email & SMS + Dynamic Creative"
"L0034",7.93236215433975,4.06044301054642,3.17805383034795,0.352671928354539,0.180743637750857,0.175757246278226,0.160482373926789,0.339432580943685,0.130344541359227,0.230669068009593,1.57010137662292,0.55,"3","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0035",8.34402957240705,3.43398720448515,2.63905732961526,0.511315374460537,0.577511516492814,0.337187103030738,0.249521021510009,0.336279672710225,0.0985864269547164,0.105561419879086,2.21596253503812,0.55,"1","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0036",8.19808924895612,3.71357206670431,2.63905732961526,0.145680136652663,0.292690605996177,0.142065652599558,0.242161407228559,0.506089640315622,0.309506642946508,0.476664798986167,2.11485888472525,0,"4","CRO & Funnel Builders","CRO + Landing page & Sales Funnel Creation"
"L0037",8.20767442435528,4.20469261939097,2.07944154167984,0.292484054865781,0.556913676299155,0.397069638967514,0.21310864223633,0.338518935337197,0.052425079094246,0.24415842469316,2.09467845149338,0,"1","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0038",8.0487882835342,3.3322045101752,2.63905732961526,0.268868849927094,0.407678661867976,0.534283519361634,0.208960329159163,0.330190784786828,0.123332948982716,0.274598136742134,2.14791323082754,0.55,"1","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0039",8.36007143564403,2.30258509299405,2.70805020110221,0.290504741063341,0.245298974995967,0.195455760601908,0.225429501920007,0.445449455396738,0.201143162872177,0.582707728794776,2.18598932564491,0.45,"4","CRO & Funnel Builders","CRO + Landing page & Sales Funnel Creation"
"L0040",8.26410576372896,3.58351893845611,2.89037175789616,0.417373369820416,0.344176899839658,0.083818516228348,0.142606679024175,0.274692196480464,0.148368728428613,0.242611019150354,1.65364740897203,0.55,"3","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0041",7.66762609158499,4.54329478227,2.39789527279837,0.135654905787669,0.22686719452031,0.120492165081669,0.486329302913509,0.352085483958945,0.6996342002647,0.193869231874123,2.21493248440092,0.45,"2","CRM Nurture (Email/SMS)","Email & SMS + Dynamic Creative"
"L0042",8.1426451859428,2.99573227355399,2.39789527279837,0.166718323284294,0.249564068205655,0.111227455979679,0.238059785019141,0.373144456953742,0.484802030306309,0.128769284137525,1.75228540388634,0.45,"2","CRM Nurture (Email/SMS)","Email & SMS + Dynamic Creative"
"L0043",8.26230094178745,3.25809653802148,2.30258509299405,0.460835587838665,0.377694717794657,0.26820392239606,0.397460848721676,0.136900534410961,0.214818518422544,0.182381477172021,2.03829560675658,0,"1","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0044",7.61035761831284,3.66356164612965,1.38629436111989,0.211267504701391,0.13768311208114,0.200905574066564,0.156276480434462,0.641516365332063,0.265335490368307,0.572712239762768,2.1856967667467,0.55,"4","CRO & Funnel Builders","CRO + Landing page & Sales Funnel Creation"
"L0045",8.08948247436075,3.76120011569356,1.79175946922805,0.18570050993003,0.205957991955802,0.150008749216795,0.313858267501928,0.448936980916187,0.574474238255061,0.286602023954038,2.16553876172984,1,"2","CRM Nurture (Email/SMS)","Email & SMS + Dynamic Creative"
"L0046",9.11921143856508,2.99573227355399,2.99573227355399,0.143752215616405,0.142473412002437,0.144532946124673,0.24695771955885,0.537251149863005,0.102007445960771,0.306837522843853,1.62381241196999,1,"3","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0047",9.96622758235731,2.94443897916644,1.38629436111989,0.28272895202972,0.163386948721018,0.124973356351256,0.203260910301469,0.410313299542759,0.17494128664257,0.498800289770588,1.85840504335938,0.55,"3","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0048",7.05531284333975,3.13549421592915,2.56494935746154,0.446977913472801,0.271126225381158,0.148949400428683,0.113629324559588,0.344169669807889,0.286980753031094,0.298432123451494,1.91026541013271,0.55,"3","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0049",7.58018941794454,2.484906649788,2.63905732961526,0.287440853286535,0.139378969522659,0.203087454475462,0.151092821988277,0.499416027159896,0.305408295500092,0.713806511089206,2.29963093302213,0.45,"4","CRO & Funnel Builders","CRO + Landing page & Sales Funnel Creation"
"L0050",8.01168672912785,2.99573227355399,2.484906649788,0.260880742873997,0.309749896777794,0.219073903793469,0.106729130225722,0.324243492644746,0.126587195578031,0.21672955728136,1.56399391917512,0.55,"3","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0051",8.50673873351238,3.04452243772342,2.39789527279837,0.482118089555297,0.382256642729044,0.477739314630162,0.330678252107464,0.299721787706949,0.212123813154176,0.316154076100793,2.50079197598388,0,"1","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0052",7.92008319905323,4.33073334028633,2.56494935746154,0.46347171216039,0.441307904105633,0.370220276655164,0.403006697422825,0.303168002539314,0.148963056411594,0.120508308312856,2.25064595760778,0,"1","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0053",8.69968140098951,4.43081679884331,2.19722457733622,0.135112576396205,0.0875928494613618,0.0598522249143571,0.39514773839619,0.162818750878796,0.436918661231175,0.16522227631649,1.44266507759457,0,"2","CRM Nurture (Email/SMS)","Email & SMS + Dynamic Creative"
"L0054",7.66528471847135,3.68887945411394,2.07944154167984,0.212089980184101,0.229736179369502,0.0868071240838617,0.156069527112413,0.177227186586242,0.147105620207731,0.399545147200115,1.40858076474397,0.55,"3","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0055",7.77317368048254,4.75359019110636,1.79175946922805,0.456783475866541,0.578845661971718,0.445116101694293,0.400925072014798,0.140820362628438,0.156068961229175,0.224800968624186,2.40336060402915,0.55,"1","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0056",9.00282407654767,3.52636052461616,2.39789527279837,0.32765784712974,0.28998483667383,0.227012004936114,0.284676185541321,0.185606046661269,0.241920275520533,0.195205706055276,1.75206290251808,0,"3","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0057",9.70002407198874,4.38202663467388,2.99573227355399,0.440126049332321,0.12573040331481,0.247064364282414,0.267351969925221,0.257615257892758,0.183042324578855,0.311528959264979,1.83245932859136,0,"3","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0058",8.26075135470051,3.66356164612965,2.56494935746154,0.45495599990245,0.708941128756851,0.488729309814517,0.401050464890432,0.183840642124414,0.229183315346017,0.117213104933035,2.58391396576772,0,"1","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0059",7.67368812926773,4.27666611901606,2.39789527279837,0.462545378075447,0.62345332428813,0.435467994969804,0.285364749783184,0.338231020513922,0.236090561747551,0.274890045891516,2.65604307526955,1,"1","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0060",8.42156296040099,2.70805020110221,2.83321334405622,0.0638025462045334,0.203232308896258,0.184310984041076,0.260202724649571,0.444888144778088,0.610986527008936,0.200488904397935,1.9679121399764,1,"2","CRM Nurture (Email/SMS)","Email & SMS + Dynamic Creative"
"L0061",8.70267641154777,3.8286413964891,2.77258872223978,0.364374283421785,0.269749474676792,0.188499794853851,0.242760032205842,0.322874176397454,0.107042290293612,0.32138684769161,1.81668689954095,0.55,"3","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0062",7.02642680869964,3.13549421592915,1.79175946922805,0.155321680381894,0.225347272958606,0.0715792228933424,0.37015359539073,0.440603234176524,0.311756570613943,0.746347075165249,2.32110865158029,0.55,"4","CRO & Funnel Builders","CRO + Landing page & Sales Funnel Creation"
"L0063",8.0643219609108,2.39789527279837,3.04452243772342,0.158337731170468,0.253990716906264,0.0742873224895448,0.331341061589774,0.310269001545385,0.340924735844601,0.421238454733975,1.89038902428001,0,"3","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0064",8.49105453380654,3.09104245335832,2.89037175789616,0.173951026529539,0.15637955009006,0.190264762321021,0.51608818131499,0.420704442914575,0.46144149475731,0.314744125318248,2.23357358324574,0,"2","CRM Nurture (Email/SMS)","Email & SMS + Dynamic Creative"
"L0065",7.80098207125774,3.09104245335832,2.70805020110221,0.184576192637905,0.106760445598047,0.090428209817037,0.345703875110485,0.469888717052527,0.255011886905413,0.777997042005882,2.2303663691273,0.55,"4","CRO & Funnel Builders","CRO + Landing page & Sales Funnel Creation"
"L0066",7.3132203870903,2.99573227355399,2.77258872223978,0.590716053487267,0.374183757510036,0.372266187774949,0.446022387349512,0.280957792792469,0.202826917776838,0.319856754178181,2.58682985086925,0.55,"1","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0067",6.34738920965601,3.61091791264422,2.89037175789616,0.545305042213295,0.609647052362561,0.224176144064404,0.292868444940541,0.27758007341763,0.0602137675508857,0.183870206202846,2.19366073075216,0,"1","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0068",10.1224624269781,3.73766961828337,2.94443897916644,0.152084219735116,0.168281376792584,0.121106237359345,0.193995067197829,0.709197597752791,0.165232672786806,0.688757109409198,2.19865428103367,1,"4","CRO & Funnel Builders","CRO + Landing page & Sales Funnel Creation"
"L0069",8.52078672692637,4.24849524204936,1.94591014905531,0.22977215659339,0.337949752190616,0.24799311705865,0.209623403172009,0.157231438113377,0.183107380720321,0.17575127100572,1.54142851885408,1,"3","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0070",8.40760151478614,4.20469261939097,1.94591014905531,0.447969432175159,0.399917809013277,0.435634078038856,0.200596095528454,0.300230305606965,0.089648573147133,0.26668635973474,2.14068265324458,1,"1","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0071",8.04430540699064,3.46573590279973,2.94443897916644,0.507341368903872,0.517979581281543,0.497437435935717,0.227112606039736,0.170966063649394,0.0719629977829754,0.155484799551778,2.14828485314501,0,"1","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0072",8.0870254706677,3.66356164612965,3.2188758248682,0.569232423533685,0.652889799512923,0.472114250343293,0.540944124269299,0.140520200913306,0.112347013922408,0.20996409895597,2.69801191145089,0,"1","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0073",8.60611940061064,3.13549421592915,1.94591014905531,0.464770585740916,0.581151515524834,0.252753626077902,0.387662559805904,0.242868606955744,0.17071589641273,0.310339206736535,2.41026199725457,0.55,"1","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0074",8.1285852003745,3.3322045101752,3.3322045101752,0.0702906619757414,0.156569337053224,0.0861059310496785,0.232784477132373,0.437609380111098,0.623766145505942,0.149794556747656,1.75692048957571,0.45,"2","CRM Nurture (Email/SMS)","Email & SMS + Dynamic Creative"
"L0075",6.75693238924755,2.89037175789616,2.83321334405622,0.3903715341934,0.598420372512191,0.319935307384003,0.282108280085959,0.290976230835076,0.091668741684407,0.156195745884907,2.12967621257994,0,"1","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0076",8.4320709379994,3.76120011569356,2.484906649788,0.403141400450841,0.343910898861941,0.188007826125249,0.348864109744318,0.226175337645691,0.27792111140443,0.350044353981502,2.13806503821397,1,"1","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0077",9.02965747185074,2.99573227355399,2.30258509299405,0.436309005459771,0.72240300970152,0.520782262471039,0.314449682121631,0.176038774917833,0.0510655224323273,0.220631595083978,2.4416798521881,0.55,"1","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0078",7.24494154633701,3.66356164612965,2.77258872223978,0.0822679211501963,0.110580553393811,0.172957438451704,0.524154378019739,0.342919518216513,0.460662317858078,0.251111117389519,1.94465324447956,0.45,"2","CRM Nurture (Email/SMS)","Email & SMS + Dynamic Creative"
"L0079",8.70184536354847,3.78418963391826,2.39789527279837,0.149756408808753,0.247066773008555,0.198232135502622,0.233900219376665,0.175260946853086,0.718731038738042,0.148913294973318,1.87186081726104,0.45,"2","CRM Nurture (Email/SMS)","Email & SMS + Dynamic Creative"
"L0080",7.73587031995257,3.25809653802148,2.56494935746154,0.370870463736355,0.373077997099608,0.417718135181349,0.260765119362623,0.101474071294069,0.0665059795137495,0.147501615306828,1.73791338149458,0.55,"1","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0081",8.24038511551633,2.89037175789616,2.19722457733622,0.184550689253956,0.136529932450503,0.191835194057785,0.410806165938266,0.417692384496331,0.50218459701864,0.261368957080413,2.10496792029589,0,"2","CRM Nurture (Email/SMS)","Email & SMS + Dynamic Creative"
"L0082",9.63141632759849,3.55534806148941,2.19722457733622,0.353699939197395,0.476182990893722,0.437815500900615,0.359614105802029,0.104846701922361,0.195178041048348,0.181766934134066,2.10910421389854,0.55,"1","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0083",7.72929567431048,3.55534806148941,3.04452243772342,0.151051356480457,0.0705758033785969,0.0669780340977013,0.282045726501383,0.322206133254804,0.657482871424872,0.288472256879322,1.83881218201714,0.55,"2","CRM Nurture (Email/SMS)","Email & SMS + Dynamic Creative"
"L0084",7.57301725605255,3.71357206670431,2.89037175789616,0.436126369982958,0.327962152392138,0.0655949172563851,0.116888644022401,0.246252104314044,0.338220864848699,0.360292761563323,1.89133781437995,0.55,"3","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0085",7.90948949267376,4.4188406077966,2.39789527279837,0.156908432208002,0.232394185930025,0.0868674487806857,0.267905532172881,0.303223170887213,0.279729596304242,0.235264253150672,1.56229261943372,0,"3","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0086",8.14728825870662,3.55534806148941,2.56494935746154,0.16788538392866,0.128918610978872,0.0532890223432332,0.314056331280153,0.391400064504705,0.415205112972762,0.153335396572948,1.62408992258133,0,"2","CRM Nurture (Email/SMS)","Email & SMS + Dynamic Creative"
"L0087",8.52516136106541,3.76120011569356,1.79175946922805,0.48626960888505,0.634919894579798,0.541767553170212,0.490247032523621,0.33682036169339,0.104949453519657,0.243532054848038,2.83850595921977,0.55,"1","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0088",7.70165236264223,3.3322045101752,3.63758615972639,0.395117347454652,0.534381373319775,0.496093159227166,0.499636453459971,0.212896813428961,0.19649703274481,0.268991624959744,2.60361380459508,1,"1","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0089",8.29154650988391,5.18738580584075,3.46573590279973,0.275297835702077,0.428423135261983,0.342675668478478,0.204537867917679,0.347328734840266,0.198410333879292,0.301079178485088,2.09775275456486,0.45,"3","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0090",9.17750721488094,3.66356164612965,2.63905732961526,0.259499409049749,0.449621700495481,0.322971958946437,0.274083593289834,0.178537252556998,0.10648734383285,0.173541091114748,1.7647423492861,0.55,"3","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0091",8.20794694104862,3.91202300542815,2.56494935746154,0.440012308093719,0.304150911187753,0.18466826248914,0.139130290562753,0.109220755775459,0.251765923888888,0.303617125167511,1.73256557716522,1,"3","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0092",9.01127949117793,2.99573227355399,2.83321334405622,0.386805174010806,0.363364422693849,0.265865097020287,0.292596792837139,0.150158335187007,0.0850819730665535,0.324061073793564,1.86793286860921,0,"3","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0093",7.96102146588337,3.3322045101752,2.30258509299405,0.48470138637349,0.36180475493893,0.488591959152836,0.470295328216162,0.29169150054222,0.207026363583282,0.329446644196287,2.63355793700321,0.55,"1","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0094",9.00773447187952,3.73766961828337,2.07944154167984,0.269339255103841,0.267582454683725,0.0955355502665043,0.409985583694652,0.681956228986383,0.133305555814877,0.616128664067946,2.47383329261793,1,"4","CRO & Funnel Builders","CRO + Landing page & Sales Funnel Creation"
"L0095",8.40893960597598,3.80666248977032,2.94443897916644,0.252946172794327,0.339501337520778,0.185161191690713,0.289540239516646,0.650624406919815,0.309081974229775,0.30378714420367,2.33064246687572,0.55,"4","CRO & Funnel Builders","CRO + Landing page & Sales Funnel Creation"
"L0096",8.69801362208393,2.99573227355399,2.63905732961526,0.428282283735462,0.343432687595487,0.24750012755394,0.233643388515338,0.144623411085922,0.200950442720205,0.292785648792051,1.8912179899984,0,"3","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0097",8.41183267575841,3.85014760171006,2.70805020110221,0.386891293490771,0.485948437824845,0.305345720343757,0.507387850433588,0.203439349739347,0.0514116821810603,0.12039467258146,2.06081900659483,0,"1","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0098",8.29004161870449,3.55534806148941,2.70805020110221,0.1549878736143,0.140987732401118,0.111219023994636,0.222998867603019,0.321733998390846,0.649582413246389,0.225765025324654,1.82727493457496,0.55,"2","CRM Nurture (Email/SMS)","Email & SMS + Dynamic Creative"
"L0099",9.07966204833407,3.55534806148941,2.30258509299405,0.194002882344648,0.297512915823609,0.202597039798275,0.310194333340041,0.139968007768039,0.176924980676267,0.319093139888719,1.6402932996396,0,"3","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0100",7.90322680873073,3.61091791264422,2.19722457733622,0.357712443731725,0.1049987352686,0.129193651070818,0.166134487744421,0.3384805494803,0.336245366628282,0.406095183128491,1.83886041705264,0.45,"3","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
"L0101",7.98684490116138,2.70805020110221,3.40119738166216,0.339226420177147,0.302366310462821,0.228741512913257,0.194893704226706,0.324367166869342,0.229177155555226,0.186521629756317,1.80529389996082,0,"3","Explorers (Planning + Mixed)","Media Planning (diagnóstico) + roadmap de Growth"
